Word1	Word2	Score
zoppicare	vacillare	0.824564936864742
guidare	rimbalzare	1.1393798322048303
cadere	strisciare	1.0496795042752471
ruzzolare	precipitarsi	1.0645114893776755
intrufolarsi	dimenarsi	0.9644124470851578
inseguire	slittare	0.8123464798439838
ondeggiare	alzarsi	1.0353405228277306
ascendere	scappare	1.037348717275732
scappare	traboccare	1.0829660996446335
passare	ballare	0.9356961632688839
gattonare	oscillare	0.855777649118513
sedere	fermarsi	0.6782892448020188
inchinarsi	muoversi	1.3578537453082837
camminare	pendere	1.0177064503596167
stare in piedi	virare	1.3302998685338507
indietreggiare	inciampare	1.0218375001158162
affrettarsi	vacillare	1.1053673549272354
salire	crollare	1.0553779315589684
venire	ballare	0.9434682003769548
vagabondare	traboccare	0.9772181884565436
oscillare	inciampare	0.6402573414706831
avanzare	abbassarsi	1.27186592224523
volare	avanzare	0.8452772072852727
avanzare	voltare	0.8591325927017064
ballare	saltare	0.45254555583059397
seguire	inginocchiarsi	1.105334404398646
inciampare	ascendere	0.9737980431441549
calciare	girare	0.8235690777555519
stare in piedi	inclinarsi	1.2126229772161528
inerpicarsi	balzare	0.7363971340205214
derivare	svolazzare	0.9492889947921874
muoversi	strisciare	1.020124946191077
appoggiarsi	voltare	0.9295335133414808
viaggiare	inclinarsi	1.257328490695959
sbrigarsi	girovagare	1.0520728442097191
partire	salterellare	0.8409168157649451
poltrire	salire	0.9658837503199309
balzare	derivare	1.0035878945491794
restare	cavalcare	1.0720987158841988
abbassarsi	ritirarsi	0.9597650209633685
alzarsi	affrettarsi	0.794082881063326
tuffarsi	ritirarsi	1.2197542533899097
fermarsi	poltrire	0.6715727344707404
virare	schiudersi	1.0004429812721172
partire	vacillare	1.008249914198624
galleggiare	avventarsi	1.0489332968470562
guidare	tuffarsi	1.2736433740253623
girovagare	calciare	0.9136096083492792
cadere	tuffarsi	0.7799444205639015
rimanere	sbrigarsi	1.1984989574569043
affondare	intrufolarsi	0.9627259962742677
ruzzolare	saltare	1.104054074134856
deviare	inerpicarsi	0.896141531031494
andare	inclinarsi	1.1343717933575161
vacillare	passare	0.8299586099921243
ascendere	inginocchiarsi	1.043347026739816
arrivare	dimenarsi	1.0124803777074298
scendere	avvicinarsi	0.9545897498838082
