Word1	Word2	Score
bawić	pożądać	0.8999728086316202
podziwiać	pożądać	0.7043934370007844
podobać się	pragnąć	0.7960221414345198
rozbawić	szanować	1.1675623863446356
świętować	pożądać	1.1362116538395775
szanować	radować się	1.1002908696653582
rozbawić	mieć nadzieję	1.0393342656808837
troszczyć się	cieszyć się	0.8762152494098916
błogosławić	rozbawić	1.1511062605056126
pociągać	akceptować	0.9415453497823647
podobać się	podziwiać	0.6826562889570469
podziwiać	woleć	0.9649876166219391
błogosławić	świętować	1.1762927355159123
cieszyć się	rozbawić	0.4315473236902529
akceptować	woleć	1.02201030735244
uwielbiać	śmiać się	1.263492120604231
podziwiać	uwielbiać	0.6285656606606808
uwielbiać	pociągać	0.933114255110746
troszczyć się	radować się	0.886667450008463
rozbawić	uwielbiać	1.25112940127202
aprobować	bawić	0.9730884799538644
aprobować	podobać się	0.9807630298396989
podziwiać	świętować	1.1180728617839717
błogosławić	bawić	1.070801448883411
cieszyć się	śmiać się	0.27863918169021024
chcieć	błogosławić	1.1656326505236165
aprobować	rozbawić	1.0292330424585652
podobać się	śmiać się	1.0780001772324148
pociągać	chcieć	1.0615521116698572
szanować	podziwiać	0.5988083485963124
śmiać się	błogosławić	1.218172193901544
lubić	śmiać się	1.3012429644795296
szanować	pożądać	0.8779403551075151
chcieć	aprobować	0.857390539646736
pragnąć	podziwiać	0.7038350728024539
śmiać się	woleć	1.1759014729899995
uwielbiać	mieć nadzieję	1.349806463601602
pożądać	błogosławić	1.2519742765457444
mieć nadzieję	świętować	1.158473936312848
uwielbiać	woleć	0.9501347942311177
szanować	błogosławić	1.092161141916714
błogosławić	podobać się	1.341468653469222
cieszyć się	podziwiać	1.1056363649572867
troszczyć się	akceptować	1.0372706732118688
chcieć	mieć nadzieję	0.8731225435999193
świętować	śmiać się	0.5513448887351108
radować się	pociągać	1.002412987023731
pociągać	lubić	1.0126716587266127
cieszyć się	podobać się	1.0700003277083079
woleć	pociągać	1.0730352185118985
uwielbiać	akceptować	0.7786219647049344
śmiać się	pociągać	1.1031926575920998
pragnąć	akceptować	0.9060505456059275
podobać się	rozbawić	1.0814067747671583
pożądać	rozbawić	1.0254287356816636
akceptować	pożądać	0.9431038618029892
radować się	bawić	0.47480984907162094
radować się	podobać się	1.0490907045020248
lubić	podziwiać	0.669584859499416
aprobować	śmiać się	1.0489094400519792
świętować	podobać się	1.2391338519234163
akceptować	podobać się	0.9670841056913496
lubić	pożądać	0.946046207168917
aprobować	błogosławić	0.9698215225614779
podobać się	bawić	0.967314070008714
chcieć	podobać się	1.033813052921821
świętować	lubić	1.3120848795036866
woleć	radować się	1.1842720679748855
bawić	chcieć	0.8489110461888308
troszczyć się	śmiać się	0.8177595257312297
podobać się	pożądać	0.6891055752928704
lubić	woleć	0.7883996238744253
chcieć	pożądać	1.0443543593104336
podziwiać	akceptować	0.6896740198875313
lubić	uwielbiać	0.3182679166573244
pragnąć	chcieć	0.997482555637986
pragnąć	lubić	0.9755977984767512
aprobować	pociągać	1.0643568836995232
rozbawić	woleć	1.097010208283343
troszczyć się	świętować	1.0390221120513097
uwielbiać	pragnąć	0.9501331878200993
